COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
ÓLEO DIESEL (m3),2009,REGIÃO NORTE,PARÁ,"130163,148571107","129870,308815434","133474,391196194","140515,285199799","129371,205440394","136775,187626239","1439084,12209663","112559,173888156","98670,8414780755","106808,112185036","105970,872106098","100419,980912808","114485,614677291"
ÓLEO DIESEL (m3),2009,REGIÃO NORTE,AMAPÁ,"19353,9139570579","21546,1634996088","23763,5980897998","26968,2820038967","30320,356980438","38662,1880504314","32006,9681181103","292541,422358339","23821,3762039523","19068,9618944693","18701,3655653963","18522,6680211033","19805,5799740754"
ÓLEO DIESEL (m3),2009,REGIÃO NORTE,TOCANTINS,"46400,0673530744","49791,6643519076","53248,9638730683","48641,5367771129","50210,9036113162","55856,6836583382","51488,4973626104","51659,7740596124","576580,0304272","41740,9649522478","37518,9908321216","44944,7192803387","45077,2643154514"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,MARANHÃO,"68455,8596495603","63370,5439304635","74336,8140323842","81320,8657984287","80107,6886999402","80880,5182404867","84699,0214288285","79339,0074987126","84385,2948662204","898698,261959704","70324,3155493338","61803,0528964091","69675,279368936"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,PIAUÍ,"27966,9503094268","28927,37210998","27433,373619521","32880,0392648091","36689,9465784299","34855,3502359846","35548,9978652648","37745,5301953849","35420,8941614014","37127,6220281724","388291,904226146","28712,8592173007","24982,96864047"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,CEARÁ,"51996,9344878852","55208,2951121239","52135,0414774657","52042,7541145007","60094,4839873974","67281,3863656319","65223,5237142174","68664,8010772072","72450,3339515989","67115,5757883857","72327,0619129097","741773,503207226","57233,3112179021"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"32356,2490154756","30708,074190668","31673,7845188733","28674,8674630088","27219,5823711265","30212,6382719044","32908,5369563514","32201,1995934179","34244,1766125945","36796,3796028475","35053,2495117267","35834,5351926547","387883,273300649"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,PARAÍBA,"368256,88875392","30271,4550274388","28309,5246615894","28851,3273124932","27092,8796185244","26336,6928962573","28563,3293574518","30814,1766560913","30549,6432898443","33086,4109859938","35407,2656090489","33237,0464300283","35737,1369091583"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,PERNAMBUCO,"105741,058664375","1056328,99671246","86937,7626251276","76225,4293949149","84019,2219036916","77864,1877783047","74804,2606288382","80031,0489111459","84602,299180082","86243,5833131338","94927,9372953792","104950,639124458","99981,5678930049"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,ALAGOAS,"34652,9212973669","37976,2874375025","326913,634061931","32804,5969192755","26775,9580556898","27539,4944631655","21459,2227650961","19441,1168152638","20109,5420775906","22862,9474255272","20902,8327402613","26741,6874942529","35647,0265709387"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,SERGIPE,"27850,5541482522","27551,7771983427","28466,1844696606","294802,829207139","23777,4686151774","23035,7419868858","24543,0051404014","23387,5323680026","22231,6986851207","22273,9471078171","23650,3717369294","23317,9063188683","24716,6414316811"
ÓLEO DIESEL (m3),2009,REGIÃO NORDESTE,BAHIA,"221994,164537052","231992,051046144","210842,001139505","218878,415772432","2464676,93796232","180752,903224675","165426,391358079","187461,524577575","192555,321033269","196167,481444719","211338,020689947","227559,981546898","219708,681592028"
ÓLEO DIESEL (m3),2009,REGIÃO SUDESTE,MINAS GERAIS,"509593,181596053","523814,718081383","555182,704977004","507712,138062903","483675,995880892","5756419,71817904","391667,048096344","395346,892178995","452613,11052005","452727,261914264","469283,930264597","490436,531198419","524366,205408133"
ÓLEO DIESEL (m3),2009,REGIÃO SUDESTE,ESPÍRITO SANTO,"84365,9243928051","80350,1634912951","73744,8238581145","77253,7918907862","74568,4843869598","75734,9759024234","895382,998058104","66760,349691267","67526,2348868287","72850,2568542765","70047,9158941748","73469,068575634","78711,0082335393"
ÓLEO DIESEL (m3),2009,REGIÃO SUDESTE,RIO DE JANEIRO,"209395,683025029","214760,906315949","205440,211992315","214949,967756558","220870,471962295","211614,673903994","224679,743982749","2482817,82928089","186261,898314758","181312,501572328","210737,003597131","197200,045441792","205594,721415991"
ÓLEO DIESEL (m3),2009,REGIÃO SUDESTE,SÃO PAULO,"880124,26378961","900262,526025094","914651,769233468","917633,180144603","931778,649662528","1017723,63879068","925444,09782584","872265,227512579","10399446,2740617","685884,952717228","678240,334931398","826782,587366108","848655,046062548"
ÓLEO DIESEL (m3),2009,REGIÃO SUL,PARANÁ,"330959,672839805","315989,981011417","321964,665299605","319250,501496754","327465,075687428","329344,774735496","349355,781454517","321683,35957075","313050,632785721","3853964,3133793","276077,081916709","292071,180997993","356751,605583103"
ÓLEO DIESEL (m3),2009,REGIÃO SUL,SANTA CATARINA,"170941,467840692","172560,319446246","164629,192065103","164650,0918759","167790,944920253","164526,814286944","167919,000864697","183704,53415026","173237,376218984","172874,54093914","2001632,50818039","150644,655290813","148153,570281361"
ÓLEO DIESEL (m3),2009,REGIÃO SUL,RIO GRANDE DO SUL,"185598,680908154","255496,551347305","281690,126449767","225184,753853942","218595,047527753","221384,239008224","217857,062898346","220081,572128525","275685,678427157","224318,584661063","250657,068538169","2771815,52931556","195266,163567155"
ÓLEO DIESEL (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"65728,9811101653","77149,96638286","91273,6183623301","78254,5142100017","72738,78378543","78317,4026328903","81504,5114925205","87146,5162992547","90848,823173755","96279,0725780627","82673,8714550796","74786,0960090801","976702,15749143"
ÓLEO DIESEL (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO,"1870468,5293029","135327,306745586","158217,786067986","179365,022339997","136699,663465326","134184,918121638","160358,221960391","179011,704966661","164801,121702098","172047,30405495","177666,468639863","145636,794975937","127152,216262468"
ÓLEO DIESEL (m3),2009,REGIÃO CENTRO-OESTE,GOIÁS,"145768,285885612","1920657,87808545","126893,561555157","135391,177821221","159737,175125184","153941,816611762","153511,019166669","162796,848368688","183194,002044126","170939,665173154","174420,766638678","194876,527890506","159187,031804689"
ÓLEO DIESEL (m3),2009,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"30632,3232110699","32263,3835910162","366576,795113502","27184,9986506378","24939,9719964476","30647,3124866978","30205,0600739758","29387,7067047112","30206,6654956852","32623,6061134278","31278,9451375783","32550,6044708199","34656,217181434"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,RONDÔNIA,"68597,1099501228","69126,4442668204","62629,3587976636","761900,437410582","46396,8270140351","50683,6829119312","63486,0889592461","59965,1354486723","64473,7929572948","64091,4026386545","70197,6344163101","72131,1212398504","70121,8388099809"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,ACRE,"16265,1704723852","17435,2873432801","13507,8199609095","10518,0189609925","152199,167199088","11941,1610230312","7064,85997501807","9313,65646639075","9354,21672052269","11080,1696973786","13201,2027837489","16551,2216438866","15966,3821515441"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,AMAZONAS,"111900,084109983","106167,596523566","109195,761913876","121185,329190452","107677,727502104","1186647,67039799","69490,0915982994","72827,8496727889","98809,0010109344","89530,1733701027","98872,9698156685","97530,8689045308","103460,216785681"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,RORAIMA,"17168,2786436457","16941,5055178505","7545,49509771515","8067,95136836344","7175,32464585237","7580,88950146139","143470,173114839","8482,2767055607","10571,3564510709","12470,8387458161","14160,3591322358","17423,0263345038","15882,8709707629"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,PARÁ,"133315,154958404","144713,657066496","148306,013511735","150712,008637416","149983,632797723","155296,581077282","152329,035480625","1635380,53847435","115795,993299481","112216,900777999","128439,792436922","118784,380987345","125487,387442922"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,AMAPÁ,"25778,4662574055","23363,0073823168","26229,4790671276","27959,0061461884","28906,7970757287","30733,6256641358","33771,239887182","30839,4966217876","316445,755310506","20907,6437313688","20798,7073504818","24105,065235717","23053,2208910661"
ÓLEO DIESEL (m3),2010,REGIÃO NORTE,TOCANTINS,"52815,2711378948","54837,336574018","55321,3861553489","59570,9972799182","60309,859615642","60168,4597265799","58682,2531431342","58999,3947719643","57881,0054633628","665116,348977113","44781,8642198028","44908,7738775391","56839,7470119077"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,MARANHÃO,"81780,2114204094","75752,0777532733","75596,3052379857","78930,5709348789","88851,1200174547","88911,6458575092","85479,4485434356","90413,6040637778","90601,4503279374","93601,3260671775","992051,840997802","73471,9335858197","68662,1471881433"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,PIAUÍ,"29112,0055865271","36496,884634925","34839,8754106649","35873,2192892871","36765,7311262223","39956,8283423235","40255,1288993321","39954,4917316645","37546,1924475884","38383,6810945369","38931,5372829475","439751,043927211","31635,4680811918"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,CEARÁ,"64595,4930666549","58404,7358550443","70564,5223476559","64723,3539284491","66754,5941294245","66969,4602400851","74014,1538713695","75181,5809004345","76632,0946901712","75315,5184456872","76008,3315142419","79053,2511765904","848217,090165808"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"409139,172970515","33593,0384835924","31345,4835285055","37112,5845463334","33093,0282263044","33530,4624270828","32733,3072522759","34965,7676284491","32835,9752901096","34488,3061826041","34472,7735736413","34476,1912201473","36492,2546114691"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,PARAÍBA,"38658,0163310111","403687,145517378","31655,4057515129","29948,6886825271","34910,4122320909","31385,4473419289","30941,7210157466","30324,271188137","33501,063341339","34091,1470293891","35857,5328114484","35630,2665983038","36783,173193943"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,PERNAMBUCO,"113542,082379944","117042,969845514","1209430,71585289","90292,1188650959","86202,0810768074","107200,070101543","93539,9176242718","94497,2708361442","90680,6333225414","98649,0093968734","100947,673867114","106263,604345291","110573,284191753"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,ALAGOAS,"37039,3281766659","40173,7325524793","42804,9952190989","361465,915747731","32121,7281143099","28643,5874620852","29158,5649187303","23616,345514193","24051,1897821852","22618,2362414152","24841,7931150598","25961,3313912702","30435,0832602384"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,SERGIPE,"28428,1991142869","29219,1895006514","30388,8992602528","31678,2058719263","326690,621684766","25326,9125726533","23742,6547397916","28859,3067942042","25463,4384454428","25903,7560289353","24239,9048211466","25637,3270177842","27802,8275176904"
ÓLEO DIESEL (m3),2010,REGIÃO NORDESTE,BAHIA,"242883,164554679","237747,49768378","236662,133253397","235063,535470399","240577,353601777","2729301,58467014","194304,744997204","187877,880055645","228933,285439907","224582,865527025","234447,93442625","227346,757892533","238874,431767549"
ÓLEO DIESEL (m3),2010,REGIÃO SUDESTE,MINAS GERAIS,"581735,823411386","584583,891171027","572501,676661496","569919,543368897","545938,606690905","537216,719262947","6446226,66855481","439612,697523322","456477,927531172","539922,04517309","521577,18919061","548286,045947303","548454,502622659"
ÓLEO DIESEL (m3),2010,REGIÃO SUDESTE,ESPÍRITO SANTO,"86417,3625051613","81411,3652257197","87575,2339148255","91961,7130888536","84159,1599733571","82575,8451208255","92023,6145063047","1002010,06731332","75908,5046243345","76216,0454912064","85284,6744754552","78178,987144437","80297,5612428355"
ÓLEO DIESEL (m3),2010,REGIÃO SUDESTE,RIO DE JANEIRO,"225508,610703221","227260,420873741","231327,683459517","236248,989600697","235100,29905894","228228,905051681","226064,878682647","227841,489805921","2681353,93984543","199715,347921541","200859,058420111","231258,478161506","211939,778105903"
ÓLEO DIESEL (m3),2010,REGIÃO SUDESTE,SÃO PAULO,"943457,809364315","1013500,49765405","1007617,076937","1035389,45473534","1052249,78339872","1010396,57730296","1024913,12350178","985268,385248601","892970,368263097","11437950,8026544","723345,854081258","783026,271588576","965815,600578664"
ÓLEO DIESEL (m3),2010,REGIÃO SUL,PARANÁ,"401268,810356037","341684,244185351","339862,299798887","347767,772762521","367465,161839595","384734,441825094","373439,363411381","370792,616549831","353190,527130059","324494,618392027","4226262,15089835","283368,081609379","338194,213038183"
ÓLEO DIESEL (m3),2010,REGIÃO SUL,SANTA CATARINA,"164332,332986811","198762,109730385","180844,365456449","177820,143410411","181109,417089465","185027,053833263","191699,631207782","189322,60151026","187252,074931101","189998,04148611","184222,202548453","2182927,16885111","152537,194660619"
ÓLEO DIESEL (m3),2010,REGIÃO SUL,RIO GRANDE DO SUL,"204253,652798235","208842,221923052","303293,477284574","284235,447725977","244416,891483433","237067,200660485","237166,228335794","260659,167463596","248262,589373117","295570,843136787","276737,983314779","257378,866932341","3057884,57043217"
ÓLEO DIESEL (m3),2010,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"1069981,68676639","69124,5425528958","83928,7510455928","98342,3441133867","81838,560836833","81001,1908248732","91763,9474357084","96803,3852895304","102211,393152499","90190,8563540222","99924,5888922545","91709,7511317203","83142,3751370725"
ÓLEO DIESEL (m3),2010,REGIÃO CENTRO-OESTE,MATO GROSSO,"146475,549030672","2001637,1990394","141310,794856805","181299,557394851","191882,789325953","145309,587295701","149417,752656655","167170,404614758","179616,646691019","171675,028657118","169722,543270682","183745,550408101","174010,994837083"
ÓLEO DIESEL (m3),2010,REGIÃO CENTRO-OESTE,GOIÁS,"185189,440055571","165311,54132696","2166832,46553788","137548,191079043","158880,213167606","176757,766853409","170386,724762624","175808,766555324","189664,008425162","203628,285371342","199382,239483763","198474,491708021","205800,796749056"
ÓLEO DIESEL (m3),2010,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"33570,7840050543","31944,3834873553","32426,5754586966","385077,300688088","27910,9261829532","29012,223220933","34671,4106448078","32599,1924724086","32182,5134707777","30556,1732603345","32612,7004062311","33858,9245245594","33731,4935539765"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,RONDÔNIA,"70512,7645606788","69448,840787953","72050,9531375029","65331,9021139862","775345,566476294","50283,1718133448","52395,7784466833","58549,8997420529","55064,9185956276","65757,4780085369","67117,1059318156","71223,8541932904","77608,8991448216"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,ACRE,"15133,1548184815","17055,3515518957","15667,2565141858","13921,1403489279","16043,6722507305","157630,98584996","13339,6027837284","9234,54740089565","10036,0011048912","8388,30668621459","11180,7787657302","12856,5661077803","14774,6075164987"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,AMAZONAS,"116416,335609609","130760,843081418","118592,835379236","121292,07185258","113673,269632635","119433,221809403","1348311,49516178","102625,512453604","100644,919243","104417,531101825","102381,196023744","106929,07355375","111144,685420977"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,RORAIMA,"5704,2623163376","6099,97267394323","7334,42711633156","7354,30287203193","7259,36882181381","7697,62411386165","7879,39125704836","86166,8810570382","7371,70050070272","7692,70453562827","7733,88461837127","7529,49650014831","6509,74573081954"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,PARÁ,"138579,909898945","151906,963328311","157935,300766722","168133,651528918","165919,876987165","167005,039732197","171042,48224144","166549,625589251","1809858,6611225","132900,550332181","122953,463825015","138859,078016741","128072,718875617"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,AMAPÁ,"24510,6608356877","26798,6625630328","27504,4054483636","31376,4311213484","32246,250878473","33417,6657279243","35320,2431904138","39445,8890631091","44487,5976821206","371337,995865174","23499,6328009835","22192,2899627798","30538,2665909379"
ÓLEO DIESEL (m3),2011,REGIÃO NORTE,TOCANTINS,"55688,4717447752","54729,4620263265","58392,7627806716","57646,858893601","60191,2048710022","63629,5706100698","61582,6448669474","63587,8006049081","60267,5972234737","60766,6172305446","693042,766121076","48011,8930974356","48547,8821713207"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,MARANHÃO,"72153,9516458056","68182,0788530746","81181,6111540912","84583,0926216084","88829,9778981867","95631,2698630666","102704,604864147","98809,1236735032","99653,4646958325","101263,135589909","101309,987616652","1073723,93834523","79421,63986935"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,PIAUÍ,"32294,5210659948","29802,0984751807","33938,3534942452","35180,3955018419","36127,8997010201","37316,1840060741","39210,8213053635","41377,353494754","39235,6608656548","39095,6600086146","40215,227630522","39949,0335148286","443743,209064095"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,CEARÁ,"906733,974243777","67809,1476050331","66027,948319854","69185,4883905539","66097,9639755199","71500,9780122387","73993,7074234946","77205,402733879","83835,2275024845","82252,4812694893","81078,7871744492","81504,8160783782","86242,0257584025"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"42280,8282778155","437260,888744182","34112,8099489136","33152,473150181","35351,9060867683","32057,4935725821","33769,9819333024","34840,7847097934","35534,6501153607","39530,5459996459","39055,8452323616","37984,1693037819","39589,4004136755"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,PARAÍBA,"38328,2866949669","40426,0666066935","429021,568875954","33687,05052955","32823,8973770371","35569,0940267714","32137,0844728358","33470,7537951436","33797,8573417027","34251,9763531087","37612,2834677932","38303,4663225484","38613,751887803"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,PERNAMBUCO,"118674,0680614","121237,34594165","122760,766820646","1298884,25137056","103277,053173078","101446,333123169","106942,845014234","96898,3869110845","99512,401455761","99938,9223168039","99745,0575501596","110579,896887331","117871,174115239"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,ALAGOAS,"33394,3899058908","39453,3660630633","40031,3095984924","43295,4363223222","399342,423042306","38161,5190964705","35685,9130422302","37104,4554084621","27624,3110970438","25670,2200514846","25112,7630028916","25426,9548233187","28381,7846306356"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,SERGIPE,"28451,2510743353","29007,4317775929","28937,6929494006","30062,3657410656","31870,529280725","337299,598894175","26814,5882590293","26096,8392720058","28469,3803758529","27264,021000444","28334,9672508544","26311,0128982261","25679,5190146427"
ÓLEO DIESEL (m3),2011,REGIÃO NORDESTE,BAHIA,"254197,222249772","271696,108193571","257902,732722428","248716,744316608","244544,332031877","247613,869110624","2904608,12983379","212766,754568303","207762,272717547","230453,246437628","236725,939009593","251195,571002405","241033,337473435"
ÓLEO DIESEL (m3),2011,REGIÃO SUDESTE,MINAS GERAIS,"586917,794921605","606580,348686491","650354,282831893","629863,950510146","606106,897685234","591956,356090892","559663,27150994","6862371,86586837","460148,90973072","506834,137334745","529315,406825274","541204,580786318","593425,928955112"
ÓLEO DIESEL (m3),2011,REGIÃO SUDESTE,ESPÍRITO SANTO,"98222,0976186921","95627,735223547","93923,3646122117","101555,66650845","99357,8565186895","89436,2681185756","93007,678024084","91158,4702390032","1104281,96548875","84110,7707270233","84718,9225474349","88661,925351814","84501,2099992297"
ÓLEO DIESEL (m3),2011,REGIÃO SUDESTE,RIO DE JANEIRO,"235750,079270844","248256,949459375","245018,212647353","244429,000862488","260144,347382068","249554,89424296","245629,081796763","246007,053154313","250682,926434333","2911125,70051606","222319,229141151","228417,830262168","234916,095862242"
ÓLEO DIESEL (m3),2011,REGIÃO SUDESTE,SÃO PAULO,"919945,086458578","930995,519413297","1077351,24088655","1057116,75107934","1081387,66759688","1153826,71824133","1119478,26409557","1044231,59784597","1012486,68288704","923200,487615905","11902171,7211796","744873,789981296","837277,915077866"
ÓLEO DIESEL (m3),2011,REGIÃO SUL,PARANÁ,"340437,929806837","425490,506748609","350137,101634901","382751,555340378","365483,402678966","372889,778500876","416040,283561105","421758,155058869","392533,331769755","376114,200929015","345871,267736134","4482583,82474296","293076,310977513"
ÓLEO DIESEL (m3),2011,REGIÃO SUL,SANTA CATARINA,"166517,709177854","175765,326649464","207237,965347597","192010,575640894","198724,984363062","186800,476155449","183610,986347746","195265,740578546","200930,766817661","201828,302256687","199910,738814132","190514,973569882","2299118,54571897"
ÓLEO DIESEL (m3),2011,REGIÃO SUL,RIO GRANDE DO SUL,"3231545,85216015","216262,860790921","232777,410282341","324823,982251521","289789,137721999","267843,994813431","244024,16519361","239075,953817954","264805,404113004","290804,394451871","297454,749087733","305112,047789893","258771,751845873"
ÓLEO DIESEL (m3),2011,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"86198,7374017581","1156702,98856174","68456,8900947292","83153,0703340791","96580,2286658398","82696,8499232595","96996,9584149934","96774,5707470521","103876,30192697","118879,532565678","114079,486140345","109668,214985147","99342,1473618889"
ÓLEO DIESEL (m3),2011,REGIÃO CENTRO-OESTE,MATO GROSSO,"180328,775768176","146273,202795395","2137732,53259585","124205,964462948","176918,829393044","208272,417570881","153652,675028031","160524,713495046","175493,112412065","199850,533712724","202471,812804922","203002,422024112","206738,073128506"
ÓLEO DIESEL (m3),2011,REGIÃO CENTRO-OESTE,GOIÁS,"213773,460227233","191291,790527792","165586,762006094","2310828,95619706","142502,263467226","175547,363613581","178338,140466451","181134,183544978","197151,49557845","204038,681164707","215747,879104308","224981,021309684","220735,915186555"
ÓLEO DIESEL (m3),2011,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"34288,818122636","33719,7951333933","32248,9361712918","33014,8186038891","393135,295902573","27775,1565509154","29603,5919901067","32997,9084440093","33374,8727978484","34268,977949607","32878,3672585078","32985,4370702596","35978,6158101081"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,RONDÔNIA,"72916,6013407989","64730,5340879118","71837,1090031745","70722,99036637","60457,1734639804","772218,653038731","52944,3462314363","55320,6655951857","61418,6633179657","58738,9322365654","64907,5623631955","69025,5053743938","69198,5696577527"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,ACRE,"18912,3337325503","19444,7150642318","19106,2690582532","21421,8194612731","19725,0607182003","16246,1881240563","214874,337154995","17186,4212850853","12517,8328189553","15173,62414627","16806,6461359174","18986,5202569271","19346,9063532748"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,AMAZONAS,"115349,53755899","118296,710644294","129930,466192544","125126,833412817","130805,958630369","119942,732400544","105576,867869515","1355732,35306349","98427,8586633528","97010,6227049324","100302,785111199","103943,374104759","111018,605770175"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,RORAIMA,"6388,02637900714","6172,23627113482","5782,98075603299","6023,80659475179","6688,21933670311","6949,95003060312","7980,07640961026","7841,31540815625","86201,4719068283","8254,88071852274","8304,18408308527","8775,07004945347","7040,72586976735"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,PARÁ,"147960,702604488","167377,935067572","171848,407842911","175691,789208612","191152,807516893","175838,107205318","190118,614259314","182713,776326886","170574,064045626","2018739,44338127","148021,155886834","143087,541090385","154354,542326437"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,AMAPÁ,"33908,4118796009","33330,4043426527","36474,913680889","38812,3563112224","37811,0480198317","43221,6284202223","40770,3530925031","43986,9605600565","50955,2522409455","49496,5973538896","472281,723830515","32762,1355708671","30751,6623578338"
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,TOCANTINS,"52599,6762827351","62959,9254098206","60199,8209801514","64787,5121671326","65052,8917298073","65301,1995231555","71292,1800417831","64791,2270404227","74320,3567005665","71052,3688676991","65676,628231205","770600,662013637","52566,8750391584"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,MARANHÃO,"92782,8924211364","84778,3717577969","92320,6558849661","90980,6606572467","98701,5597083284","97757,7329739516","104755,844299459","111409,043177082","103445,748445216","111019,247528618","111604,683236946","103627,479098937","1203183,91918968"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PIAUÍ,"518735,555892282","37539,4645721879","34845,7690120532","39697,2107414925","40040,3881679287","42482,6658469187","42194,8467895131","44369,1258783606","47219,2939617297","42933,1944862109","48114,7836293498","51221,1184762685","48077,6943302691"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,CEARÁ,"99817,231439874","1028555,97127252","79008,5422001053","72606,5838061939","78635,2131303052","72249,1491271265","84744,1745862569","79509,5646811033","83160,8437956273","88052,3233965642","83791,927979433","100566,526771836","106413,890358093"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"61823,2252050024","62624,6896481324","518410,512977105","38563,7273618451","36178,0546864965","40154,0774716836","35062,7216527995","39328,6838624303","37609,6800608416","38421,5838030975","41399,1134656076","39260,9854165959","47983,9703425722"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PARAÍBA,"43702,8899965715","44434,1063366281","42198,2846127473","467435,777736248","37708,1092712026","35577,2606464302","38458,1507735201","36244,3824929709","38077,5903400565","35135,8305925777","36172,1720811656","41728,2828350141","37998,717757363"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,"112810,828509708","136411,151569471","166560,259208059","156239,910668824","1470516,81684709","113508,349188034","110912,401473","121888,540929271","107130,612178596","113971,510638588","108448,338753059","106302,642320833","116332,271409647"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,ALAGOAS,"29040,0305635312","30662,9078780818","40045,6953203347","41699,6435744595","40054,034861796","405035,609205265","40867,2828058946","37421,5916850228","36171,8786458284","26741,5282510488","28802,9732541248","27246,1680994216","26281,8742657213"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,SERGIPE,"27308,1571188754","29805,9258151056","28467,4329395645","31171,687293652","31168,4445540743","31089,1517643477","355820,377361957","29556,9456674669","28072,6871425962","32414,9852080515","28656,9756147196","29834,7042604223","28273,2799830807"
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,BAHIA,"270579,522667361","271804,911213304","284125,856303157","258560,00037358","284766,544396812","267989,631609438","262822,36330524","3165970,61693762","240449,9884097","227801,044365246","266386,494304129","259061,398777027","271622,861212626"
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,"604992,826836821","599255,928650629","615715,172449322","666230,044209205","607186,49822491","667177,217509419","597265,493346239","558335,478161091","7100499,59475292","478747,455750673","533048,522417366","607840,399772178","564704,557425061"
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,"92718,8562229614","101018,15606332","97730,3038370645","94903,4829385952","105163,24551583","94154,9636216057","108126,228735131","91061,4747984502","94554,0410270235","1163872,02689357","92034,7328296085","91223,8285768314","101182,712727145"
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,"260865,677602595","243602,644425467","255671,653207906","252754,462410871","251113,570321604","273172,414801977","242590,274655652","266839,781744966","246099,598952872","247673,527034589","3012725,67378222","238932,57489852","233409,493725201"
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,SÃO PAULO,"903311,342338449","1051825,53288259","946269,499165721","1066016,08171402","1006901,74110678","1118145,82177502","1240225,91692851","1106656,31261983","1211488,64262351","1125585,67233753","952831,710248851","12539134,7919198","809876,518179028"
ÓLEO DIESEL (m3),2012,REGIÃO SUL,PARANÁ,"340071,278420663","370174,21618035","433063,239121073","369034,682436135","395628,578291875","372441,839901327","402045,764100037","468061,467072969","414804,78699628","434592,477910036","404807,905201911","353530,951776951","4758257,18740961"
ÓLEO DIESEL (m3),2012,REGIÃO SUL,SANTA CATARINA,"2378493,45838252","181917,131040844","190946,210518372","217311,864070757","196824,993909418","206891,113848901","189438,603792239","192914,114745429","218257,954962225","194912,907025239","208017,544140625","202873,178989526","178187,841338942"
